Vault,Chain,Type,Month,APY (%)
yvCurve-MIM 0.4.3 - ETH,ETH,Stable,jun/21,0
yvCurve-GUSD 0.3.5 - ETH,ETH,Stable,jun/21,0.09195870296998176
yvCurve-ibCHF-USDC 0.4.3 - ETH,ETH,Other,jun/21,0
yvCurve-DUSD 0.3.5 - ETH,ETH,Stable,jun/21,0.1497436853752483
yvCurve-STG-USDC 0.4.3 - ETH,ETH,Other,jun/21,0
yvLUSD 0.4.3 - ETH,ETH,Stable,jun/21,0
yvCurve-Aave 0.3.5 - ETH,ETH,Altcoin,jun/21,0.07328246041929032
yvUSDT 0.4.3 - ETH,ETH,Other,jun/21,0
yvCurve-USDN 0.3.5 - ETH,ETH,Stable,jun/21,0.2159524885994515
yvCurve-USDK 0.3.5 - ETH,ETH,Stable,jun/21,0
yvCurve-triCrypto 0.4.2 - ETH,ETH,Other,jun/21,0
yvCurve-pBTC 0.3.5 - ETH,ETH,BTC,jun/21,0.08664162993777658
yvBalancer-BoostedAaveUSD 0.4.3 - ETH,ETH,Other,jun/21,0
yvCurve-cvxCRV 0.4.3 - ETH,ETH,Altcoin,jun/21,0
yvCurve-ibCHF 0.4.3 - ETH,ETH,Iron Bank,jun/21,0
yvCOMP 0.4.3 - ETH,ETH,Altcoin,jun/21,0
yUSD 0.3.5 - ETH,ETH,Stable,jun/21,0.0007939729105574944
yvCurve-ibKRW 0.4.3 - ETH,ETH,Iron Bank,jun/21,0
yvCurve-ibJPY 0.4.3 - ETH,ETH,Iron Bank,jun/21,0
yvCurve-ibGBP 0.4.3 - ETH,ETH,Iron Bank,jun/21,0
yvCurve-3EUR 0.4.3 - ETH,ETH,Stable,jun/21,0
yvCurve-sUSD 0.3.5 - ETH,ETH,Stable,jun/21,0.10409281501146528
yvCurve-rETHwstETH 0.4.3 - ETH,ETH,ETH,jun/21,0
yvCurve-ibBTC 0.4.3 - ETH,ETH,BTC,jun/21,0
yvUSDC 0.3.0 - ETH,ETH,Stable,jun/21,0.05312116239197939
yvCurve-LUSD 0.3.5 - ETH,ETH,Stable,jun/21,0.14579566840429536
yvCurve-stETH-WETH 0.4.3 - ETH,ETH,ETH,jun/21,0
lp-yCRV 0.4.3 - ETH,ETH,Other,jun/21,0
yvCurve-HBTC 0.3.3 - ETH,ETH,BTC,jun/21,0.045945024355525055
yvLINK 0.4.2 - ETH,ETH,Altcoin,jun/21,0.007164003279868769
yvCurve-ibEUR 0.4.3 - ETH,ETH,Iron Bank,jun/21,0
yvCurve-CRVETH 0.4.3 - ETH,ETH,Altcoin,jun/21,0
yvCurve-ibGBP-USDC 0.4.3 - ETH,ETH,Other,jun/21,0
yvCurve-BUSD 0.3.5 - ETH,ETH,Stable,jun/21,0.11609352347356516
yvCurve-USDM 0.4.3 - ETH,ETH,Stable,jun/21,0
yvSUSHI 0.4.3 - ETH,ETH,Altcoin,jun/21,0
yvCurve-renBTC 0.3.5 - ETH,ETH,BTC,jun/21,0.021478628876002492
yvCurve-alETH 0.4.3 - ETH,ETH,ETH,jun/21,0
yvCurve-YFIETH 0.4.3 - ETH,ETH,Altcoin,jun/21,0
yvUSDT 0.3.5 - ETH,ETH,Stable,jun/21,0.038691688481927944
yvCurve-EURSUSDC 0.4.3 - ETH,ETH,Stable,jun/21,0
yvCurve-Pax 0.3.5 - ETH,ETH,Stable,jun/21,0
yvCurve-sBTC 0.3.5 - ETH,ETH,BTC,jun/21,0.01317915541842285
yvCurve-3pool 0.3.5 - ETH,ETH,Other,jun/21,0.05637311462546002
yvRAI 0.4.2 - ETH,ETH,Altcoin,jun/21,0
yvCurve-EURN 0.4.3 - ETH,ETH,Stable,jun/21,0
yvCurve-mUSD 0.3.5 - ETH,ETH,Stable,jun/21,0.09161919903836346
yvCurve-yBUSD 0.3.5 - ETH,ETH,Stable,jun/21,0.04143856281602143
yvCurve-BBTC 0.3.5 - ETH,ETH,BTC,jun/21,0.044039565914614665
yvCurve-sETH 0.3.2 - ETH,ETH,ETH,jun/21,0.06070426214085067
yvCurve-ibJPY-USDC 0.4.3 - ETH,ETH,Other,jun/21,0
yvBOOST 0.3.5 - ETH,ETH,Altcoin,jun/21,0.2736021222002154
yvWBTC 0.3.5 - ETH,ETH,BTC,jun/21,0.015261322192313465
yvCurve-alUSD 0.3.5 - ETH,ETH,Stable,jun/21,0.17174398032557003
yvCurve-FRAX 0.3.5 - ETH,ETH,Stable,jun/21,0.1158937344698503
yv1INCH 0.3.2 - ETH,ETH,Altcoin,jun/21,0.15951267634939192
yvCurve-EURTUSD 0.4.3 - ETH,ETH,Stable,jun/21,0
yvDAI 0.2.2 - ETH,ETH,Stable,jun/21,0.0
yvCurve-rETH 0.3.5 - ETH,ETH,ETH,jun/21,0.12795205107458885
yvCurve-RSV 0.3.5 - ETH,ETH,Other,jun/21,0
yvCurve-USDP 0.3.5 - ETH,ETH,Stable,jun/21,0.16795589454415394
yvCurve-Compound 0.3.5 - ETH,ETH,Altcoin,jun/21,0.05209122569763647
yvYFI 0.3.2 - ETH,ETH,Altcoin,jun/21,0.005165127463249375
yvCurve-3Crypto 0.4.3 - ETH,ETH,Other,jun/21,0
yvCurve-ibEUR-USDC 0.4.3 - ETH,ETH,Other,jun/21,0
yvSNX 0.3.5 - ETH,ETH,Altcoin,jun/21,0.0009284829701303732
yvCurve-OUSD 0.4.3 - ETH,ETH,Stable,jun/21,0
yvCurve-ibKRW-USDC 0.4.3 - ETH,ETH,Other,jun/21,0
yvUNI 0.3.5 - ETH,ETH,Altcoin,jun/21,0.0
yvTUSD 0.4.3 - ETH,ETH,Stable,jun/21,0
yvWETH 0.4.2 - ETH,ETH,ETH,jun/21,0
yvUSDC 0.4.3 - ETH,ETH,Stable,jun/21,0
yvsUSD 0.3.3 - ETH,ETH,Stable,jun/21,0.09512770602630183
yvWETH 0.3.2 - ETH,ETH,ETH,jun/21,0.02771833756753872
yvKP3RETH-f 0.4.3 - ETH,ETH,Other,jun/21,0
yvCurve-sAave 0.3.5 - ETH,ETH,Altcoin,jun/21,0.12526283004124816
yvCurve-USDP 0.4.3 - ETH,ETH,Stable,jun/21,0
yvWBTC 0.3.1 - ETH,ETH,BTC,jun/21,2.5114152979455184e-07
yvCurve-DOLA 0.4.3 - ETH,ETH,Stable,jun/21,0
yvCurve-MIMUST 0.4.3 - ETH,ETH,Stable,jun/21,0
yvAAVE 0.4.3 - ETH,ETH,Altcoin,jun/21,0
yvDAI 0.4.3 - ETH,ETH,Stable,jun/21,0
yvCurve-stETH 0.3.0 - ETH,ETH,ETH,jun/21,0.033098528775813874
yvYFI 0.4.3 - ETH,ETH,Altcoin,jun/21,0
yvHEGIC 0.3.0 - ETH,ETH,Altcoin,jun/21,0.0
yvUSDC 0.2.2 - ETH,ETH,Stable,jun/21,0.0
yvCurve-oBTC 0.3.5 - ETH,ETH,BTC,jun/21,0.09376194939752991
yvCurve-LINK 0.3.5 - ETH,ETH,Altcoin,jun/21,0.07569250031528996
yvCurve-TUSD 0.3.5 - ETH,ETH,Stable,jun/21,0.12758925740058658
yvAVAX 0.4.3 - FTM,FTM,Altcoin,jun/21,0
yvCRV 0.4.3 - FTM,FTM,Altcoin,jun/21,0
yvMIM 0.4.3 - FTM,FTM,Stable,jun/21,0
yvWFTM 0.4.3 - FTM,FTM,Altcoin,jun/21,0
yvBOO 0.4.3 - FTM,FTM,Altcoin,jun/21,0
yvUSDT 0.4.3 - FTM,FTM,Stable,jun/21,0
yvDOLA 0.4.3 - FTM,FTM,Stable,jun/21,0
yvfBEETS 0.4.3 - FTM,FTM,Altcoin,jun/21,0
yvYFI 0.4.3 - FTM,FTM,Altcoin,jun/21,0
yvFRAX 0.4.3 - FTM,FTM,Stable,jun/21,0
yvDAI 0.4.3 - FTM,FTM,Stable,jun/21,0
yvCurve-MIM 0.4.3 - FTM,FTM,Stable,jun/21,0
yvCurve-Tricrypto 0.4.3 - FTM,FTM,Other,jun/21,0
yvWETH 0.4.3 - FTM,FTM,ETH,jun/21,0
yvSPELL 0.4.3 - FTM,FTM,Altcoin,jun/21,0
yvUSDC 0.4.3 - FTM,FTM,Stable,jun/21,0
yvCurve-Geist 0.4.3 - FTM,FTM,Altcoin,jun/21,0
yvWBTC 0.4.3 - FTM,FTM,BTC,jun/21,0
yvLINK 0.4.3 - FTM,FTM,Altcoin,jun/21,0
yvCurve-UST 0.4.3 - ETH,ETH,Stable,jul/21,0
yvCurve-HUSD 0.3.5 - ETH,ETH,Stable,jul/21,0.038452646754019826
yvCurve-EURT 0.4.3 - ETH,ETH,Stable,jul/21,0
yvCurve-ibAUD-USDC 0.4.3 - ETH,ETH,Other,jul/21,0
yvCurve-ankrETH 0.3.5 - ETH,ETH,ETH,jul/21,0.04687251116068247
yvCurve-CVXETH 0.4.3 - ETH,ETH,Altcoin,jul/21,0
yvCurve-d3pool 0.4.3 - ETH,ETH,Other,jul/21,0
yvDAI 0.3.0 - ETH,ETH,Stable,jul/21,0.08828928849560969
yvCurve-UST 0.3.5 - ETH,ETH,Stable,jul/21,0.054605085698097966
yvCurve-ibAUD 0.4.3 - ETH,ETH,Iron Bank,jul/21,0
yvCurve-tBTC 0.3.5 - ETH,ETH,BTC,jul/21,0.07337357818057977
yvCurve-EURS 0.3.5 - ETH,ETH,Stable,jul/21,0.1070044938858663
st-yCRV 0.4.3 - ETH,ETH,Other,jul/21,0
yvCurve-IronBank 0.3.2 - ETH,ETH,Altcoin,jul/21,0.03971670344463485
yvCurve-USDT 0.3.5 - ETH,ETH,Stable,jul/21,0.0
yvCurve-RAI 0.4.3 - ETH,ETH,Other,jul/21,0
yvCurve-MIM 0.4.3 - ETH,ETH,Stable,jul/21,0
yvCurve-GUSD 0.3.5 - ETH,ETH,Stable,jul/21,0.050653475920032554
yvCurve-ibCHF-USDC 0.4.3 - ETH,ETH,Other,jul/21,0
yvCurve-DUSD 0.3.5 - ETH,ETH,Stable,jul/21,0.10851667919894648
yvCurve-STG-USDC 0.4.3 - ETH,ETH,Other,jul/21,0
yvLUSD 0.4.3 - ETH,ETH,Stable,jul/21,0
yvCurve-Aave 0.3.5 - ETH,ETH,Altcoin,jul/21,0.061994114867359285
yvUSDT 0.4.3 - ETH,ETH,Other,jul/21,0
yvCurve-USDN 0.3.5 - ETH,ETH,Stable,jul/21,0.09872494614127714
yvCurve-USDK 0.3.5 - ETH,ETH,Stable,jul/21,0.0
yvCurve-triCrypto 0.4.2 - ETH,ETH,Other,jul/21,0.13920539342349092
yvCurve-pBTC 0.3.5 - ETH,ETH,BTC,jul/21,0.07450952558661128
yvBalancer-BoostedAaveUSD 0.4.3 - ETH,ETH,Other,jul/21,0
yvCurve-cvxCRV 0.4.3 - ETH,ETH,Altcoin,jul/21,0
yvCurve-ibCHF 0.4.3 - ETH,ETH,Iron Bank,jul/21,0
yvCOMP 0.4.3 - ETH,ETH,Altcoin,jul/21,0
yUSD 0.3.5 - ETH,ETH,Stable,jul/21,0.0
yvCurve-ibKRW 0.4.3 - ETH,ETH,Iron Bank,jul/21,0
yvCurve-ibJPY 0.4.3 - ETH,ETH,Iron Bank,jul/21,0
yvCurve-ibGBP 0.4.3 - ETH,ETH,Iron Bank,jul/21,0
yvCurve-3EUR 0.4.3 - ETH,ETH,Stable,jul/21,0
yvCurve-sUSD 0.3.5 - ETH,ETH,Stable,jul/21,0.04872673937835392
yvCurve-rETHwstETH 0.4.3 - ETH,ETH,ETH,jul/21,0
yvCurve-ibBTC 0.4.3 - ETH,ETH,BTC,jul/21,0
yvUSDC 0.3.0 - ETH,ETH,Stable,jul/21,0.05089544849968353
yvCurve-LUSD 0.3.5 - ETH,ETH,Stable,jul/21,0.07687978663592832
yvCurve-stETH-WETH 0.4.3 - ETH,ETH,ETH,jul/21,0
lp-yCRV 0.4.3 - ETH,ETH,Other,jul/21,0
yvCurve-HBTC 0.3.3 - ETH,ETH,BTC,jul/21,0.02678897656489454
yvLINK 0.4.2 - ETH,ETH,Altcoin,jul/21,0.014767275880802178
yvCurve-ibEUR 0.4.3 - ETH,ETH,Iron Bank,jul/21,0
yvCurve-CRVETH 0.4.3 - ETH,ETH,Altcoin,jul/21,0
yvCurve-ibGBP-USDC 0.4.3 - ETH,ETH,Other,jul/21,0
yvCurve-BUSD 0.3.5 - ETH,ETH,Stable,jul/21,0.06538834658732307
yvCurve-USDM 0.4.3 - ETH,ETH,Stable,jul/21,0
yvSUSHI 0.4.3 - ETH,ETH,Altcoin,jul/21,0
yvCurve-renBTC 0.3.5 - ETH,ETH,BTC,jul/21,0.023536909644279014
yvCurve-alETH 0.4.3 - ETH,ETH,ETH,jul/21,0
yvCurve-YFIETH 0.4.3 - ETH,ETH,Altcoin,jul/21,0
yvUSDT 0.3.5 - ETH,ETH,Stable,jul/21,0.04457060152473291
yvCurve-EURSUSDC 0.4.3 - ETH,ETH,Stable,jul/21,0
yvCurve-Pax 0.3.5 - ETH,ETH,Stable,jul/21,0.0
yvCurve-sBTC 0.3.5 - ETH,ETH,BTC,jul/21,0.01256977668048087
yvCurve-3pool 0.3.5 - ETH,ETH,Other,jul/21,0.04727143575413262
yvRAI 0.4.2 - ETH,ETH,Altcoin,jul/21,0.012635571252863409
yvCurve-EURN 0.4.3 - ETH,ETH,Stable,jul/21,0
yvCurve-mUSD 0.3.5 - ETH,ETH,Stable,jul/21,0.12995735988836987
yvCurve-yBUSD 0.3.5 - ETH,ETH,Stable,jul/21,0.09412739480882593
yvCurve-BBTC 0.3.5 - ETH,ETH,BTC,jul/21,0.09117429107829733
yvCurve-sETH 0.3.2 - ETH,ETH,ETH,jul/21,0.03401253379391633
yvCurve-ibJPY-USDC 0.4.3 - ETH,ETH,Other,jul/21,0
yvBOOST 0.3.5 - ETH,ETH,Altcoin,jul/21,0.22988242611623266
yvWBTC 0.3.5 - ETH,ETH,BTC,jul/21,0.012801547853572348
yvCurve-alUSD 0.3.5 - ETH,ETH,Stable,jul/21,0.10830971958552582
yvCurve-FRAX 0.3.5 - ETH,ETH,Stable,jul/21,0.09717992678224663
yv1INCH 0.3.2 - ETH,ETH,Altcoin,jul/21,0.047222486413572184
yvCurve-EURTUSD 0.4.3 - ETH,ETH,Stable,jul/21,0
yvDAI 0.2.2 - ETH,ETH,Stable,jul/21,0.0
yvCurve-rETH 0.3.5 - ETH,ETH,ETH,jul/21,0.055830998338423976
yvCurve-RSV 0.3.5 - ETH,ETH,Other,jul/21,0.0026443254744525913
yvCurve-USDP 0.3.5 - ETH,ETH,Stable,jul/21,0.08658680565314913
yvCurve-Compound 0.3.5 - ETH,ETH,Altcoin,jul/21,0.021063181819780397
yvYFI 0.3.2 - ETH,ETH,Altcoin,jul/21,0.0014527831769135524
yvCurve-3Crypto 0.4.3 - ETH,ETH,Other,jul/21,0
yvCurve-ibEUR-USDC 0.4.3 - ETH,ETH,Other,jul/21,0
yvSNX 0.3.5 - ETH,ETH,Altcoin,jul/21,0.038259541298193867
yvCurve-OUSD 0.4.3 - ETH,ETH,Stable,jul/21,0
yvCurve-ibKRW-USDC 0.4.3 - ETH,ETH,Other,jul/21,0
yvUNI 0.3.5 - ETH,ETH,Altcoin,jul/21,0.0033638825253616833
yvTUSD 0.4.3 - ETH,ETH,Stable,jul/21,0
yvWETH 0.4.2 - ETH,ETH,ETH,jul/21,0.010281043270693457
yvUSDC 0.4.3 - ETH,ETH,Stable,jul/21,0
yvsUSD 0.3.3 - ETH,ETH,Stable,jul/21,0.023415315269454284
yvWETH 0.3.2 - ETH,ETH,ETH,jul/21,0.027778719041766875
yvKP3RETH-f 0.4.3 - ETH,ETH,Other,jul/21,0
yvCurve-sAave 0.3.5 - ETH,ETH,Altcoin,jul/21,0.09520830289402848
yvCurve-USDP 0.4.3 - ETH,ETH,Stable,jul/21,0
yvWBTC 0.3.1 - ETH,ETH,BTC,jul/21,1.2138506133574367e-07
yvCurve-DOLA 0.4.3 - ETH,ETH,Stable,jul/21,0
yvCurve-MIMUST 0.4.3 - ETH,ETH,Stable,jul/21,0
yvAAVE 0.4.3 - ETH,ETH,Altcoin,jul/21,0
yvDAI 0.4.3 - ETH,ETH,Stable,jul/21,0
yvCurve-stETH 0.3.0 - ETH,ETH,ETH,jul/21,0.01672481542730253
yvYFI 0.4.3 - ETH,ETH,Altcoin,jul/21,0
yvHEGIC 0.3.0 - ETH,ETH,Altcoin,jul/21,0.0
yvUSDC 0.2.2 - ETH,ETH,Stable,jul/21,0.0
yvCurve-oBTC 0.3.5 - ETH,ETH,BTC,jul/21,0.07570175339468488
yvCurve-LINK 0.3.5 - ETH,ETH,Altcoin,jul/21,0.049055587527225164
yvCurve-TUSD 0.3.5 - ETH,ETH,Stable,jul/21,0.05212418904934779
yvAVAX 0.4.3 - FTM,FTM,Altcoin,jul/21,0
yvCRV 0.4.3 - FTM,FTM,Altcoin,jul/21,0
yvMIM 0.4.3 - FTM,FTM,Stable,jul/21,0
yvWFTM 0.4.3 - FTM,FTM,Altcoin,jul/21,0
yvBOO 0.4.3 - FTM,FTM,Altcoin,jul/21,0
yvUSDT 0.4.3 - FTM,FTM,Stable,jul/21,0
yvDOLA 0.4.3 - FTM,FTM,Stable,jul/21,0
yvfBEETS 0.4.3 - FTM,FTM,Altcoin,jul/21,0
yvYFI 0.4.3 - FTM,FTM,Altcoin,jul/21,0
yvFRAX 0.4.3 - FTM,FTM,Stable,jul/21,0
yvDAI 0.4.3 - FTM,FTM,Stable,jul/21,0
yvCurve-MIM 0.4.3 - FTM,FTM,Stable,jul/21,0
yvCurve-Tricrypto 0.4.3 - FTM,FTM,Other,jul/21,0
yvWETH 0.4.3 - FTM,FTM,ETH,jul/21,0
yvSPELL 0.4.3 - FTM,FTM,Altcoin,jul/21,0
yvUSDC 0.4.3 - FTM,FTM,Stable,jul/21,0
yvCurve-Geist 0.4.3 - FTM,FTM,Altcoin,jul/21,0
yvWBTC 0.4.3 - FTM,FTM,BTC,jul/21,0
yvLINK 0.4.3 - FTM,FTM,Altcoin,jul/21,0
yvCurve-UST 0.4.3 - ETH,ETH,Stable,aug/21,0
yvCurve-HUSD 0.3.5 - ETH,ETH,Stable,aug/21,0.02731421765415054
yvCurve-EURT 0.4.3 - ETH,ETH,Stable,aug/21,0
yvCurve-ibAUD-USDC 0.4.3 - ETH,ETH,Other,aug/21,0
yvCurve-ankrETH 0.3.5 - ETH,ETH,ETH,aug/21,0.01308284895201317
yvCurve-CVXETH 0.4.3 - ETH,ETH,Altcoin,aug/21,0
yvCurve-d3pool 0.4.3 - ETH,ETH,Other,aug/21,0
yvDAI 0.3.0 - ETH,ETH,Stable,aug/21,0.0729278717915709
yvCurve-UST 0.3.5 - ETH,ETH,Stable,aug/21,0.0372131772283506
yvCurve-ibAUD 0.4.3 - ETH,ETH,Iron Bank,aug/21,0
yvCurve-tBTC 0.3.5 - ETH,ETH,BTC,aug/21,0.10705620484787426
yvCurve-EURS 0.3.5 - ETH,ETH,Stable,aug/21,0.10707855729132598
st-yCRV 0.4.3 - ETH,ETH,Other,aug/21,0
yvCurve-IronBank 0.3.2 - ETH,ETH,Altcoin,aug/21,0.0915727310113823
yvCurve-USDT 0.3.5 - ETH,ETH,Stable,aug/21,0.0
yvCurve-RAI 0.4.3 - ETH,ETH,Other,aug/21,0
yvCurve-MIM 0.4.3 - ETH,ETH,Stable,aug/21,0
yvCurve-GUSD 0.3.5 - ETH,ETH,Stable,aug/21,0.090077457675942
yvCurve-ibCHF-USDC 0.4.3 - ETH,ETH,Other,aug/21,0
yvCurve-DUSD 0.3.5 - ETH,ETH,Stable,aug/21,0.13207775712601655
yvCurve-STG-USDC 0.4.3 - ETH,ETH,Other,aug/21,0
yvLUSD 0.4.3 - ETH,ETH,Stable,aug/21,0
yvCurve-Aave 0.3.5 - ETH,ETH,Altcoin,aug/21,0.060728303224464764
yvUSDT 0.4.3 - ETH,ETH,Other,aug/21,0
yvCurve-USDN 0.3.5 - ETH,ETH,Stable,aug/21,0.1511651520306212
yvCurve-USDK 0.3.5 - ETH,ETH,Stable,aug/21,0.0
yvCurve-triCrypto 0.4.2 - ETH,ETH,Other,aug/21,0.049044155905906495
yvCurve-pBTC 0.3.5 - ETH,ETH,BTC,aug/21,0.10282303453093067
yvBalancer-BoostedAaveUSD 0.4.3 - ETH,ETH,Other,aug/21,0
yvCurve-cvxCRV 0.4.3 - ETH,ETH,Altcoin,aug/21,0
yvCurve-ibCHF 0.4.3 - ETH,ETH,Iron Bank,aug/21,0
yvCOMP 0.4.3 - ETH,ETH,Altcoin,aug/21,0.01740509273155899
yUSD 0.3.5 - ETH,ETH,Stable,aug/21,0.00391341879017304
yvCurve-ibKRW 0.4.3 - ETH,ETH,Iron Bank,aug/21,0
yvCurve-ibJPY 0.4.3 - ETH,ETH,Iron Bank,aug/21,0
yvCurve-ibGBP 0.4.3 - ETH,ETH,Iron Bank,aug/21,0
yvCurve-3EUR 0.4.3 - ETH,ETH,Stable,aug/21,0
yvCurve-sUSD 0.3.5 - ETH,ETH,Stable,aug/21,0.07558644590455654
yvCurve-rETHwstETH 0.4.3 - ETH,ETH,ETH,aug/21,0
yvCurve-ibBTC 0.4.3 - ETH,ETH,BTC,aug/21,0
yvUSDC 0.3.0 - ETH,ETH,Stable,aug/21,0.06686010288369082
yvCurve-LUSD 0.3.5 - ETH,ETH,Stable,aug/21,0.10835139904716584
yvCurve-stETH-WETH 0.4.3 - ETH,ETH,ETH,aug/21,0
lp-yCRV 0.4.3 - ETH,ETH,Other,aug/21,0
yvCurve-HBTC 0.3.3 - ETH,ETH,BTC,aug/21,0.04402776699939559
yvLINK 0.4.2 - ETH,ETH,Altcoin,aug/21,0.05827708391226527
yvCurve-ibEUR 0.4.3 - ETH,ETH,Iron Bank,aug/21,0
yvCurve-CRVETH 0.4.3 - ETH,ETH,Altcoin,aug/21,0
yvCurve-ibGBP-USDC 0.4.3 - ETH,ETH,Other,aug/21,0
yvCurve-BUSD 0.3.5 - ETH,ETH,Stable,aug/21,0.08870622698883768
yvCurve-USDM 0.4.3 - ETH,ETH,Stable,aug/21,0
yvSUSHI 0.4.3 - ETH,ETH,Altcoin,aug/21,0.0301599635974914
yvCurve-renBTC 0.3.5 - ETH,ETH,BTC,aug/21,0.061221147418476285
yvCurve-alETH 0.4.3 - ETH,ETH,ETH,aug/21,0
yvCurve-YFIETH 0.4.3 - ETH,ETH,Altcoin,aug/21,0
yvUSDT 0.3.5 - ETH,ETH,Stable,aug/21,0.058384348319675095
yvCurve-EURSUSDC 0.4.3 - ETH,ETH,Stable,aug/21,0
yvCurve-Pax 0.3.5 - ETH,ETH,Stable,aug/21,0.0
yvCurve-sBTC 0.3.5 - ETH,ETH,BTC,aug/21,0.08945813014808834
yvCurve-3pool 0.3.5 - ETH,ETH,Other,aug/21,0.0673201855351615
yvRAI 0.4.2 - ETH,ETH,Altcoin,aug/21,0.012629937985934925
yvCurve-EURN 0.4.3 - ETH,ETH,Stable,aug/21,0
yvCurve-mUSD 0.3.5 - ETH,ETH,Stable,aug/21,0.036532167843516206
yvCurve-yBUSD 0.3.5 - ETH,ETH,Stable,aug/21,0.0805555458277658
yvCurve-BBTC 0.3.5 - ETH,ETH,BTC,aug/21,0.04329753208256748
yvCurve-sETH 0.3.2 - ETH,ETH,ETH,aug/21,0.028322051374305657
yvCurve-ibJPY-USDC 0.4.3 - ETH,ETH,Other,aug/21,0
yvBOOST 0.3.5 - ETH,ETH,Altcoin,aug/21,0.22700890105422245
yvWBTC 0.3.5 - ETH,ETH,BTC,aug/21,0.031065487696340544
yvCurve-alUSD 0.3.5 - ETH,ETH,Stable,aug/21,0.11691880562062162
yvCurve-FRAX 0.3.5 - ETH,ETH,Stable,aug/21,0.11294937138615424
yv1INCH 0.3.2 - ETH,ETH,Altcoin,aug/21,0.07088111427314514
yvCurve-EURTUSD 0.4.3 - ETH,ETH,Stable,aug/21,0
yvDAI 0.2.2 - ETH,ETH,Stable,aug/21,-1.918478487183961e-08
yvCurve-rETH 0.3.5 - ETH,ETH,ETH,aug/21,0.035491655987030635
yvCurve-RSV 0.3.5 - ETH,ETH,Other,aug/21,0.026409909624081074
yvCurve-USDP 0.3.5 - ETH,ETH,Stable,aug/21,0.11108591602662377
yvCurve-Compound 0.3.5 - ETH,ETH,Altcoin,aug/21,0.05040522952705295
yvYFI 0.3.2 - ETH,ETH,Altcoin,aug/21,0.004603126218109876
yvCurve-3Crypto 0.4.3 - ETH,ETH,Other,aug/21,0.16141603195396348
yvCurve-ibEUR-USDC 0.4.3 - ETH,ETH,Other,aug/21,0
yvSNX 0.3.5 - ETH,ETH,Altcoin,aug/21,0.20677667541808886
yvCurve-OUSD 0.4.3 - ETH,ETH,Stable,aug/21,0
yvCurve-ibKRW-USDC 0.4.3 - ETH,ETH,Other,aug/21,0
yvUNI 0.3.5 - ETH,ETH,Altcoin,aug/21,0.0
yvTUSD 0.4.3 - ETH,ETH,Stable,aug/21,0.04647142530031645
yvWETH 0.4.2 - ETH,ETH,ETH,aug/21,0.011922457190681524
yvUSDC 0.4.3 - ETH,ETH,Stable,aug/21,0
yvsUSD 0.3.3 - ETH,ETH,Stable,aug/21,0.02175506007376482
yvWETH 0.3.2 - ETH,ETH,ETH,aug/21,0.14745268476957252
yvKP3RETH-f 0.4.3 - ETH,ETH,Other,aug/21,0
yvCurve-sAave 0.3.5 - ETH,ETH,Altcoin,aug/21,0.09161185133148386
yvCurve-USDP 0.4.3 - ETH,ETH,Stable,aug/21,0
yvWBTC 0.3.1 - ETH,ETH,BTC,aug/21,0.0
yvCurve-DOLA 0.4.3 - ETH,ETH,Stable,aug/21,0
yvCurve-MIMUST 0.4.3 - ETH,ETH,Stable,aug/21,0
yvAAVE 0.4.3 - ETH,ETH,Altcoin,aug/21,0.012668460543385551
yvDAI 0.4.3 - ETH,ETH,Stable,aug/21,0.05992212635026517
yvCurve-stETH 0.3.0 - ETH,ETH,ETH,aug/21,0.03659701528234227
yvYFI 0.4.3 - ETH,ETH,Altcoin,aug/21,0
yvHEGIC 0.3.0 - ETH,ETH,Altcoin,aug/21,0.0
yvUSDC 0.2.2 - ETH,ETH,Stable,aug/21,0.0
yvCurve-oBTC 0.3.5 - ETH,ETH,BTC,aug/21,0.09513254844519525
yvCurve-LINK 0.3.5 - ETH,ETH,Altcoin,aug/21,0.027867188115211716
yvCurve-TUSD 0.3.5 - ETH,ETH,Stable,aug/21,0.10863479871199866
yvAVAX 0.4.3 - FTM,FTM,Altcoin,aug/21,0
yvCRV 0.4.3 - FTM,FTM,Altcoin,aug/21,0
yvMIM 0.4.3 - FTM,FTM,Stable,aug/21,0
yvWFTM 0.4.3 - FTM,FTM,Altcoin,aug/21,0
yvBOO 0.4.3 - FTM,FTM,Altcoin,aug/21,0
yvUSDT 0.4.3 - FTM,FTM,Stable,aug/21,0
yvDOLA 0.4.3 - FTM,FTM,Stable,aug/21,0
yvfBEETS 0.4.3 - FTM,FTM,Altcoin,aug/21,0
yvYFI 0.4.3 - FTM,FTM,Altcoin,aug/21,0
yvFRAX 0.4.3 - FTM,FTM,Stable,aug/21,0
yvDAI 0.4.3 - FTM,FTM,Stable,aug/21,0
yvCurve-MIM 0.4.3 - FTM,FTM,Stable,aug/21,0
yvCurve-Tricrypto 0.4.3 - FTM,FTM,Other,aug/21,0
yvWETH 0.4.3 - FTM,FTM,ETH,aug/21,0
yvSPELL 0.4.3 - FTM,FTM,Altcoin,aug/21,0
yvUSDC 0.4.3 - FTM,FTM,Stable,aug/21,0
yvCurve-Geist 0.4.3 - FTM,FTM,Altcoin,aug/21,0
yvWBTC 0.4.3 - FTM,FTM,BTC,aug/21,0
yvLINK 0.4.3 - FTM,FTM,Altcoin,aug/21,0
yvCurve-UST 0.4.3 - ETH,ETH,Stable,sep/21,0
